District,School,Subject,2018%,2019%,2022%,2023%
Cleveland County Schools,Washington Elementary,Reading Grade 3-8,54.2,60.1,37.8,32.4
Cleveland County Schools,Washington Elementary,Math Grade 3-8,75.7,74.9,54.1,35.2
Cleveland County Schools,Washington Elementary,Science Grade 5&8,68.2,63.1,48.4,50.9
Cleveland County Schools,West Elementary,Reading Grade 3-8,72.2,73.5,54,62.3
Cleveland County Schools,West Elementary,Math Grade 3-8,73.8,78,62.1,57.4
Columbus County Schools,Acme Delco Elementary,Reading Grade 3-8,60.4,43.8,38.9,45.9
Columbus County Schools,Acme Delco Elementary,Math Grade 3-8,66,50.3,45.5,47.8
Columbus County Schools,Acme Delco Elementary,Science Grade 5&8,68.8,64.3,54.3,53.7
Columbus County Schools,Chadbourn Elementary,Reading Grade 3-8,38.6,46.4,40.2,42.7
Columbus County Schools,Chadbourn Elementary,Math Grade 3-8,50.4,45.2,43.3,48.9
Columbus County Schools,Chadbourn Elementary,Science Grade 5&8,51.9,47.2,20,48.3
Columbus County Schools,Hallsboro-Artesia Elementary,Reading Grade 3-8,55.7,56.5,38.1,39.8
Columbus County Schools,Hallsboro-Artesia Elementary,Math Grade 3-8,58.5,60.9,45.3,45.4
Columbus County Schools,Hallsboro-Artesia Elementary,Science Grade 5&8,60.9,85.5,80.4,74.5
Columbus County Schools,Nakina Middle,Reading Grade 3-8,64.3,71.9,46.9,59.3
Columbus County Schools,Nakina Middle,Math Grade 3-8,50,60.7,46.3,48.3
Columbus County Schools,Nakina Middle,Science Grade 5&8,76.5,81.8,69.5,77.2
Columbus County Schools,Old Dock Elementary,Reading Grade 3-8,71.2,66.9,60,63.5
Columbus County Schools,Old Dock Elementary,Math Grade 3-8,78.4,60.2,70.5,73.1
Columbus County Schools,South Columbus High,Biology,52.8,61.2,49.3,47.9
Columbus County Schools,South Columbus High,English II,46,46.9,43.3,41.3
Columbus County Schools,Tabor City Elementary,Reading Grade 3-8,51.5,42.5,31.7,39.8
Columbus County Schools,Tabor City Elementary,Math Grade 3-8,59.5,50,49.1,41.5
Columbus County Schools,Tabor City Elementary,Science Grade 5&8,56.3,59,37.7,33.3
Columbus County Schools,Tabor City Middle,Reading Grade 3-8,35.5,33.3,39.9,38.3
Columbus County Schools,Tabor City Middle,Math Grade 3-8,24.8,33,31.9,42.2
Columbus County Schools,Tabor City Middle,Science Grade 5&8,42.3,45.3,68.4,64.4
Columbus County Schools,West Columbus High,Biology,51.5,58.8,31.8,22.8
Columbus County Schools,West Columbus High,English II,52.5,54.5,52.4,42.9
Columbus County Schools,Williams Township,Reading Grade 3-8,52,50.9,39,43.5
Columbus County Schools,Williams Township,Math Grade 3-8,52.6,55.1,45.6,50.6
Columbus County Schools,Williams Township,Science Grade 5&8,65.3,71.6,61.4,59
Whiteville City Schools,Central Middle,Reading Grade 3-8,63.5,66.5,48.3,48.9
Whiteville City Schools,Central Middle,Math Grade 3-8,60.8,64.9,54.4,58.1
Whiteville City Schools,Central Middle,Science Grade 5&8,77.2,78.3,76.2,69.1
Whiteville City Schools,Edgewood Elementary,Reading Grade 3-8,56.9,53.4,42,40.4
Whiteville City Schools,Edgewood Elementary,Math Grade 3-8,64.7,59.3,60.4,59.1
Whiteville City Schools,Edgewood Elementary,Science Grade 5&8,74.7,82.9,54.4,64.8
Whiteville City Schools,Whiteville High,Biology,53.6,66.9,56.5,52.6
Whiteville City Schools,Whiteville High,English II,55.2,61.5,54.8,51.4
Craven County Schools,Albert H Bangert Elementary,Reading Grade 3-8,63.7,69.6,68.2,70.4
Craven County Schools,Albert H Bangert Elementary,Math Grade 3-8,67.4,75.8,76.4,80.1
Craven County Schools,Albert H Bangert Elementary,Science Grade 5&8,71.3,89.2,85.9,81.5
Craven County Schools,Ben D Quinn Elementary,Reading Grade 3-8,54.7,60.8,48.6,59.6
Craven County Schools,Ben D Quinn Elementary,Math Grade 3-8,61.8,58.6,55.2,63.2
Craven County Schools,Ben D Quinn Elementary,Science Grade 5&8,61,69.6,54.1,62.7
Craven County Schools,Bridgeton Elementary,Reading Grade 3-8,57.2,48.9,33.9,44.8
Craven County Schools,Bridgeton Elementary,Math Grade 3-8,61.1,46.7,42.3,52.3
Craven County Schools,Bridgeton Elementary,Science Grade 5&8,78.7,68.9,82.7,88
Craven County Schools,Brinson Memorial Elementary,Reading Grade 3-8,56.3,60.8,59.1,54.5
Craven County Schools,Brinson Memorial Elementary,Math Grade 3-8,50,48.6,52.2,56.5
Craven County Schools,Brinson Memorial Elementary,Science Grade 5&8,56,69.8,72.4,45.1
Craven County Schools,Craven Early College High,Biology,82.9,88.9,81.3,79.1
Craven County Schools,Craven Early College High,English II,87.8,86.7,81.3,84.1
Craven County Schools,Creekside Elementary,Reading Grade 3-8,77.7,75.4,67.1,69.1
Craven County Schools,Creekside Elementary,Math Grade 3-8,83.5,80.9,77,82
Craven County Schools,Creekside Elementary,Science Grade 5&8,80.4,87.8,78.7,87.7
Craven County Schools,Vanceboro-Farm Life Elementary,Reading Grade 3-8,52,43.5,43.2,40.6
Craven County Schools,Vanceboro-Farm Life Elementary,Math Grade 3-8,56.3,46.9,41.4,44.2
Craven County Schools,Vanceboro-Farm Life Elementary,Science Grade 5&8,63,57.6,71.3,45.5
Craven County Schools,Early College EAST High,Biology,87.5,80.5,75.5,84.1
Craven County Schools,Early College EAST High,English II,97.5,92.5,87.5,88.4
Craven County Schools,Grover C Fields Middle,Reading Grade 3-8,59.5,60.3,57.1,63.2
Craven County Schools,Grover C Fields Middle,Math Grade 3-8,52.5,55.9,55.4,57.5
Craven County Schools,Grover C Fields Middle,Science Grade 5&8,76.6,75.7,82.8,77
Craven County Schools,Graham A Barden Elementary,Reading Grade 3-8,71.6,75.4,51.7,52.6
Craven County Schools,Graham A Barden Elementary,Math Grade 3-8,77.6,66.7,49.2,44.8
Craven County Schools,Graham A Barden Elementary,Science Grade 5&8,79.5,93.1,68.8,63.2
Craven County Schools,H J MacDonald Middle,Reading Grade 3-8,57.9,52.6,46,46.7
Craven County Schools,H J MacDonald Middle,Math Grade 3-8,44.6,43,41.4,43.5
Craven County Schools,H J MacDonald Middle,Science Grade 5&8,73.5,72.5,65.2,68.3
Craven County Schools,Havelock Elementary,Reading Grade 3-8,59.1,52.9,47.8,41.8
Craven County Schools,Havelock Elementary,Math Grade 3-8,61.9,60.5,58.4,50
Craven County Schools,Havelock Elementary,Science Grade 5&8,73.1,73.7,47.2,60.9
Craven County Schools,Havelock High,Biology,53.1,60.7,49.5,69.3
Craven County Schools,Havelock High,English II,64.5,68.1,62,65.4
Craven County Schools,Havelock Middle,Reading Grade 3-8,56.5,51,43.6,41.3
Craven County Schools,Havelock Middle,Math Grade 3-8,46.5,40.1,36.1,33.4
Craven County Schools,Havelock Middle,Science Grade 5&8,67,70.1,73.7,55.8
Craven County Schools,J T Barber Elementary,Reading Grade 3-8,40.7,28.3,23,20.7
Craven County Schools,J T Barber Elementary,Math Grade 3-8,35.9,26.8,33.6,32
Craven County Schools,J T Barber Elementary,Science Grade 5&8,46.7,43.8,38.2,31.1
Craven County Schools,James W Smith Elementary,Reading Grade 3-8,64,56.1,46.7,44.3
Craven County Schools,James W Smith Elementary,Math Grade 3-8,69.8,53.7,46.7,54.2
Craven County Schools,James W Smith Elementary,Science Grade 5&8,88.9,86.3,68.6,77.2
Craven County Schools,New Bern High,Biology,51.6,58.7,43.1,43.5
Craven County Schools,New Bern High,English II,60.4,63.3,50,54.8
Craven County Schools,Trent Park Elementary,Reading Grade 3-8,55.5,46.5,53.3,53.5
Craven County Schools,Trent Park Elementary,Math Grade 3-8,59.8,51.5,56.1,58.9
Craven County Schools,Trent Park Elementary,Science Grade 5&8,82.1,75,65.3,76.5
Craven County Schools,Tucker Creek Middle,Reading Grade 3-8,70.2,70.4,65.5,66.1
Craven County Schools,Tucker Creek Middle,Math Grade 3-8,62.2,66.5,61.4,70.6
Craven County Schools,Tucker Creek Middle,Science Grade 5&8,90.6,86,87.6,78.6
Craven County Schools,West Craven High,Biology,38.4,61.3,36.8,41.8
Craven County Schools,West Craven High,English II,48,48.3,36.7,44.1
Craven County Schools,West Craven Middle,Reading Grade 3-8,48.3,47.7,40.7,43.8
Craven County Schools,West Craven Middle,Math Grade 3-8,29.2,27.8,28,32.3
Craven County Schools,West Craven Middle,Science Grade 5&8,70.1,78.9,69.3,70.1
Craven County Schools,W Jesse Gurganus Elementary,Reading Grade 3-8,78.3,76.8,66.5,67.8
Craven County Schools,W Jesse Gurganus Elementary,Math Grade 3-8,90.6,82.3,80.8,81.8
Craven County Schools,W Jesse Gurganus Elementary,Science Grade 5&8,86,85.9,82.6,79.1
Craven County Schools,Arthur W Edwards Elementary,Reading Grade 3-8,64.7,58.5,54.7,56.4
Craven County Schools,Arthur W Edwards Elementary,Math Grade 3-8,68.9,61.9,51.9,50.6
Craven County Schools,Arthur W Edwards Elementary,Science Grade 5&8,77.2,69.4,79.4,87
Cumberland County Schools,Armstrong Elementary,Reading Grade 3-8,71.9,67.9,59.9,64.2
Cumberland County Schools,Armstrong Elementary,Math Grade 3-8,68.2,67.9,58.4,69
Cumberland County Schools,Armstrong Elementary,Science Grade 5&8,83.3,78.7,69.1,64.5
Cumberland County Schools,Ashley Elementary,Reading Grade 3-8,43.9,48.4,41,53.2
Cumberland County Schools,Ashley Elementary,Math Grade 3-8,35.9,43.7,34.3,48.8
Cumberland County Schools,Ashley Elementary,Science Grade 5&8,46.2,79.2,58.5,65.5
Cumberland County Schools,Loyd E Auman Elementary,Reading Grade 3-8,47.1,39.5,35.3,38.8
Cumberland County Schools,Loyd E Auman Elementary,Math Grade 3-8,42.6,42.1,39.4,29
Cumberland County Schools,Loyd E Auman Elementary,Science Grade 5&8,59.1,63,67.5,62.1
Cumberland County Schools,Beaver Dam Elementary,Reading Grade 3-8,89.8,83.3,80,77.8
Cumberland County Schools,Beaver Dam Elementary,Math Grade 3-8,91.8,90.5,82.5,86.7
Cumberland County Schools,Beaver Dam Elementary,Science Grade 5&8,94.7,94.4,85.7,83.3
Cumberland County Schools,Jack Britt High,Biology,78.5,82.8,79.4,81.2
Cumberland County Schools,Jack Britt High,English II,78.6,73.6,77.7,76.2
Cumberland County Schools,Brentwood Elementary,Reading Grade 3-8,52,49.8,35.5,31.7
Cumberland County Schools,Brentwood Elementary,Math Grade 3-8,55.7,55.8,43.3,45.7
Cumberland County Schools,Brentwood Elementary,Science Grade 5&8,77.5,77.5,62.9,56.9
Cumberland County Schools,Douglas Byrd Middle,Reading Grade 3-8,35.7,38.3,30.4,35.4
Cumberland County Schools,Douglas Byrd Middle,Math Grade 3-8,19.6,26.6,25,26.6
Cumberland County Schools,Douglas Byrd Middle,Science Grade 5&8,63.4,75.6,66.3,54.7
Cumberland County Schools,Douglas Byrd High,Biology,38.7,40.3,36,40
Cumberland County Schools,Douglas Byrd High,English II,37.3,38.5,37,41
Cumberland County Schools,Cape Fear High,Biology,53.5,59.6,52.4,66.9
Cumberland County Schools,Cape Fear High,English II,61.2,59.8,59.8,60.4
Cumberland County Schools,Elizabeth M Cashwell Elementary,Reading Grade 3-8,54.6,54.3,34,40.6
Cumberland County Schools,Elizabeth M Cashwell Elementary,Math Grade 3-8,54.2,55.3,27.2,33
Cumberland County Schools,Elizabeth M Cashwell Elementary,Science Grade 5&8,69.7,64.9,46.6,50
Cumberland County Schools,Eastover-Central Elementary,Reading Grade 3-8,78.5,75.3,71.8,69.7
Cumberland County Schools,Eastover-Central Elementary,Math Grade 3-8,86,76.3,69.7,73.7
Cumberland County Schools,Eastover-Central Elementary,Science Grade 5&8,89.7,93.8,88.5,85.9
Cumberland County Schools,Anne Chesnutt Middle,Reading Grade 3-8,47.5,48.1,43.2,42.7
Cumberland County Schools,Anne Chesnutt Middle,Math Grade 3-8,30.4,30.1,33.7,26.9
Cumberland County Schools,Anne Chesnutt Middle,Science Grade 5&8,58.7,66.4,64,60.4
Cumberland County Schools,Cliffdale Elementary,Reading Grade 3-8,40.2,49.8,34.4,37.9
Cumberland County Schools,Cliffdale Elementary,Math Grade 3-8,46.8,42.4,27.2,35.9
Cumberland County Schools,Cliffdale Elementary,Science Grade 5&8,64.9,68.7,56,52.9
Cumberland County Schools,College Lakes Elementary,Reading Grade 3-8,59.7,56.1,32.1,37.7
Cumberland County Schools,College Lakes Elementary,Math Grade 3-8,67,52.9,29.8,34.2
Cumberland County Schools,College Lakes Elementary,Science Grade 5&8,68.3,73.8,28.2,58.1
Cumberland County Schools,C Wayne Collier Elementary,Reading Grade 3-8,55.6,52.9,38.4,45.7
Cumberland County Schools,C Wayne Collier Elementary,Math Grade 3-8,48.3,50.8,34.7,39.4
Cumberland County Schools,C Wayne Collier Elementary,Science Grade 5&8,62.3,67.3,46.8,43.6
Cumberland County Schools,J W Coon Elementary,Reading Grade 3-8,50,47.1,38,37.8
Cumberland County Schools,J W Coon Elementary,Math Grade 3-8,49,52.9,40.8,31.6
Cumberland County Schools,J W Coon Elementary,Science Grade 5&8,75.8,79.2,47.1,45
Cumberland County Schools,Cumberland Mills Elementary,Reading Grade 3-8,51.6,49.7,40.7,38.2
Cumberland County Schools,Cumberland Mills Elementary,Math Grade 3-8,59.4,54.1,44,38.2
Cumberland County Schools,Cumberland Mills Elementary,Science Grade 5&8,90.5,83.2,68.8,55.4
Cumberland County Schools,Cumberland Road Elementary,Reading Grade 3-8,50,43.4,48.3,50
Cumberland County Schools,Cumberland Road Elementary,Math Grade 3-8,59.7,44.5,45,48.1
Cumberland County Schools,Cumberland Road Elementary,Science Grade 5&8,87.3,72.6,86.7,66.7
Cumberland County Schools,Cross Creek Early College,Biology,97.5,97.5,71.2,89.8
Cumberland County Schools,Cross Creek Early College,English II,90.4,93.7,92.8,90.8
Cumberland County Schools,District No 7 Elementary,Reading Grade 3-8,71.7,74.2,61.2,62.6
Cumberland County Schools,District No 7 Elementary,Math Grade 3-8,73.5,65.2,62.1,70.3
Cumberland County Schools,District No 7 Elementary,Science Grade 5&8,91.2,87,89.8,82.9
Cumberland County Schools,Luther Nick Jeralds Middle,Reading Grade 3-8,40.3,36,36.3,38.9
Cumberland County Schools,Luther Nick Jeralds Middle,Math Grade 3-8,30.3,39.6,24.5,30
Cumberland County Schools,Luther Nick Jeralds Middle,Science Grade 5&8,55,69.7,48.9,59.5
Cumberland County Schools,E E Smith High,Biology,46.7,37.4,40.3,38.9
Cumberland County Schools,E E Smith High,English II,50.5,54.3,43.5,49.6
Cumberland County Schools,Ferguson-Easley Elementary,Reading Grade 3-8,38.6,35.6,23,30.3
Cumberland County Schools,Ferguson-Easley Elementary,Math Grade 3-8,42.5,34.2,35.2,28.4
Cumberland County Schools,Ferguson-Easley Elementary,Science Grade 5&8,52.3,64,34.1,41
Cumberland County Schools,Alderman Road Elementary,Reading Grade 3-8,53.4,52.4,45.5,51.1
Cumberland County Schools,Alderman Road Elementary,Math Grade 3-8,56.9,59.6,47.4,61.1
Cumberland County Schools,Alderman Road Elementary,Science Grade 5&8,82.6,73,64.3,56.9
Cumberland County Schools,R Max Abbott Middle,Reading Grade 3-8,60.1,59.2,47.1,52.6
Cumberland County Schools,R Max Abbott Middle,Math Grade 3-8,41.9,46.3,33.2,38.3
Cumberland County Schools,R Max Abbott Middle,Science Grade 5&8,77.9,77.4,65.7,70
Cumberland County Schools,Howard L Hall Elementary,Reading Grade 3-8,63.4,68.2,53.2,54.2
Cumberland County Schools,Howard L Hall Elementary,Math Grade 3-8,66.3,61.7,54.9,55.5
Cumberland County Schools,Howard L Hall Elementary,Science Grade 5&8,88.9,82,69.3,60.4
Cumberland County Schools,Bill Hefner Elementary,Reading Grade 3-8,46,47.4,47.1,42.6
Cumberland County Schools,Bill Hefner Elementary,Math Grade 3-8,43.9,44.7,42.8,37.9
Cumberland County Schools,Bill Hefner Elementary,Science Grade 5&8,65.7,60.3,65.1,58.6
Cumberland County Schools,Hope Mills Middle,Reading Grade 3-8,51.7,49.3,38.8,47.9
Cumberland County Schools,Hope Mills Middle,Math Grade 3-8,42.8,43.9,39.4,45.9
Cumberland County Schools,Hope Mills Middle,Science Grade 5&8,80,85.3,72.4,70.6
Cumberland County Schools,John R Griffin Middle,Reading Grade 3-8,75.3,71.3,61.2,58.8
Cumberland County Schools,John R Griffin Middle,Math Grade 3-8,67.7,68.4,48.4,58
Cumberland County Schools,John R Griffin Middle,Science Grade 5&8,92.9,93.8,89.4,77.3
Cumberland County Schools,Ed V Baldwin Elementary,Reading Grade 3-8,42.4,43.6,33.8,36.8
Cumberland County Schools,Ed V Baldwin Elementary,Math Grade 3-8,41.7,44.2,35.4,39.3
Cumberland County Schools,Ed V Baldwin Elementary,Science Grade 5&8,55.6,51.3,54.8,52.2
Cumberland County Schools,Lewis Chapel Middle,Reading Grade 3-8,37.9,40.3,37.9,41.7
Cumberland County Schools,Lewis Chapel Middle,Math Grade 3-8,24.5,30.2,30.9,27.9
Cumberland County Schools,Lewis Chapel Middle,Science Grade 5&8,58,54.1,61.3,69.5
Cumberland County Schools,Gallberry Farm Elementary,Reading Grade 3-8,64.5,62,47.2,52.4
Cumberland County Schools,Gallberry Farm Elementary,Math Grade 3-8,64.9,59.5,56.8,59.9
Cumberland County Schools,Gallberry Farm Elementary,Science Grade 5&8,82.4,79.3,72,64.6
Cumberland County Schools,Alger B. Wilkins High School,Biology,2.5,7.9,10.5,2.5
Cumberland County Schools,Alger B. Wilkins High School,English II,17.6,20.8,15.4,17.1
Cumberland County Schools,Long Hill Elementary,Reading Grade 3-8,77.4,70.1,59.2,68
Cumberland County Schools,Long Hill Elementary,Math Grade 3-8,75.9,68.4,71,71.3
Cumberland County Schools,Long Hill Elementary,Science Grade 5&8,86,83.2,73.5,83.8
Cumberland County Schools,Lucile Souders Elementary,Reading Grade 3-8,58.3,55.5,43.1,39.5
Cumberland County Schools,Lucile Souders Elementary,Math Grade 3-8,55.3,45.4,35.1,36.4
Cumberland County Schools,Lucile Souders Elementary,Science Grade 5&8,76.1,73.1,37.7,44.3
Cumberland County Schools,Mac Williams Middle,Reading Grade 3-8,60.4,58.2,53.9,53.1
Cumberland County Schools,Mac Williams Middle,Math Grade 3-8,49.1,55.6,48.5,46.1
Cumberland County Schools,Mac Williams Middle,Science Grade 5&8,80.7,83.6,80.3,69.9
Cumberland County Schools,Margaret Willis Elementary,Reading Grade 3-8,47.3,40.3,29.6,34.3
Cumberland County Schools,Margaret Willis Elementary,Math Grade 3-8,40.4,38.1,20,36.6
Cumberland County Schools,Margaret Willis Elementary,Science Grade 5&8,51.2,63.2,44.9,50
Cumberland County Schools,Massey Hill Classical High,Biology,70.5,74.5,76.9,84.7
Cumberland County Schools,Massey Hill Classical High,English II,76.9,80.4,77.8,67.2
Cumberland County Schools,Mary McArthur Elementary,Reading Grade 3-8,46.4,44.6,37.4,45.7
Cumberland County Schools,Mary McArthur Elementary,Math Grade 3-8,46.9,38.1,45.8,50.3
Cumberland County Schools,Mary McArthur Elementary,Science Grade 5&8,51.6,59.4,54.8,58.5
Cumberland County Schools,E Melvin Honeycutt Elementary,Reading Grade 3-8,69.9,67.3,60.1,59.1
Cumberland County Schools,E Melvin Honeycutt Elementary,Math Grade 3-8,71.1,66.9,59.8,66.2
Cumberland County Schools,E Melvin Honeycutt Elementary,Science Grade 5&8,81.1,80.1,76.3,77.4
Cumberland County Schools,E E Miller Elementary,Reading Grade 3-8,57.4,58.7,50.9,51.2
Cumberland County Schools,E E Miller Elementary,Math Grade 3-8,63.7,64,50,51.2
Cumberland County Schools,E E Miller Elementary,Science Grade 5&8,76.7,86.2,75.6,75
Cumberland County Schools,Montclair Elementary,Reading Grade 3-8,55.9,46.4,29.6,50
Cumberland County Schools,Montclair Elementary,Math Grade 3-8,50.5,43.5,37.1,46.1
Cumberland County Schools,Montclair Elementary,Science Grade 5&8,66.1,63.4,30.9,37.3
Cumberland County Schools,Morganton Road Elementary,Reading Grade 3-8,47.1,40.8,39.5,44.6
Cumberland County Schools,Morganton Road Elementary,Math Grade 3-8,49.6,46.6,35.6,46.3
Cumberland County Schools,Morganton Road Elementary,Science Grade 5&8,65.4,58.2,72.1,70.1
Cumberland County Schools,Manchester Elementary,Reading Grade 3-8,39.5,39.6,40,41.9
Cumberland County Schools,Manchester Elementary,Math Grade 3-8,42,43.3,41.6,50.7
Cumberland County Schools,Manchester Elementary,Science Grade 5&8,58,66.7,56.8,68.2
Cumberland County Schools,New Century International Elementary,Reading Grade 3-8,68.3,66.5,53.6,57.1
